Identifier,Company Name,Country of Exchange,"ESG Score
In the last 5 FY",,,,,"Revenue - Total
(IDR)
In the last 5 FY",,,,
,,,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020
,,,,,,,,,,,,
AMMN.JK,Amman Mineral Internasional Tbk PT,Indonesia,53.52,,,,,"42,857,806,700,000.00","31,303,654,175,000.00","44,050,848,930,000.00","18,511,605,000,000.00","14,083,608,240,000.00"
TGUK.JK,Platinum Wahab Nusantara Tbk PT,Indonesia,,,,,,"132,543,989,557.00","128,305,264,796.00","111,215,316,633.00","84,987,068,261.00",
GRPM.JK,Graha Prima Mentari Tbk PT,Indonesia,,,,,,"705,509,560,799.00","306,181,596,395.00","325,984,796,778.00","313,937,471,104.00",
WIDI.JK,PT Widiant Jaya Krenindo Tbk,Indonesia,,,,,,"15,119,420,877.00","7,444,494,310.00","11,041,189,690.00","4,976,317,180.00",
CRSN.JK,Carsurin Tbk PT,Indonesia,,,,,,"448,514,929,621.00","444,428,604,532.00","363,365,202,661.00","318,589,545,431.00","278,838,383,165.00"
INET.JK,Sinergi Inti Andalan Prima Tbk PT,Indonesia,,,,,,"30,437,200,682.00","28,889,381,869.00","19,947,940,168.00","19,890,895,880.00","13,451,511,236.00"
MAHA.JK,Mandiri Herindo Adiperkasa Tbk PT,Indonesia,,,,,,"2,544,017,774,000.00","1,977,730,166,096.00","1,641,926,920,000.00","1,319,398,179,000.00","997,534,725,000.00"
CNMA.JK,Nusantara Sejahtera Raya Tbk PT,Indonesia,,,,,,"5,711,782,000,000.00","5,230,778,000,000.00","4,401,050,000,000.00","1,280,186,000,000.00","1,218,993,000,000.00"
RMKO.JK,PT Royaltama Mulia Kontraktorindo Tbk,Indonesia,,,,,,"249,090,558,472.00","272,434,920,238.00","184,878,777,719.00","24,634,528,516.00","2,309,000,000.00"
HBAT.JK,Minahasa Membangun Hebat Tbk PT,Indonesia,,,,,,"39,474,192,963.00","37,502,740,938.00","33,864,029,826.00","11,850,303,132.00",
PPRI.JK,Paperocks Indonesia Tbk PT,Indonesia,,,,,,"147,652,702,130.00","106,621,242,078.00","99,431,884,760.00","82,031,966,448.00","67,344,998,210.00"
FOLK.JK,Multi Garam Utama Tbk PT,Indonesia,,,,,,"19,354,230,679.00","24,809,591,548.00","40,237,612,994.00","23,800,667,818.00","6,459,454,699.00"
CYBR.JK,PT ITSEC Asia Tbk,Indonesia,,,,,,"325,129,145,258.00","208,757,468,625.00","187,020,275,669.00","118,316,460,489.00","73,519,176,313.00"
LMAX.JK,Lupromax Pelumas Indonesia Tbk PT,Indonesia,,,,,,"78,252,446,798.00","45,552,722,939.00","37,693,608,446.00","25,802,885,444.00",
HUMI.JK,Humpuss Maritim Internasional Tbk PT,Indonesia,,,,,,"2,054,391,232,050.00","1,637,749,412,080.00","1,424,697,494,495.00","948,951,646,500.00","969,933,084,120.00"
MUTU.JK,Mutuagung Lestari Tbk PT,Indonesia,,,,,,"308,840,772,455.00","286,709,568,181.00","281,816,959,935.00","226,414,102,263.00","225,182,271,492.00"
GRIA.JK,PT Ingria Pratama Capitalindo Tbk,Indonesia,,,,,,"65,018,425,000.00","47,963,695,000.00","28,883,803,740.00","30,960,690,602.00","36,374,649,943.00"
ERAL.JK,Sinar Eka Selaras PT,Indonesia,,,,,,"4,842,575,703,665.00","3,730,376,124,969.00","3,037,345,793,667.00","2,194,381,934,184.00","1,971,792,990,143.00"
MSIE.JK,Pt Multisarana Intan Eduka Tbk,Indonesia,,,,,,"6,414,262,700.00","4,128,606,996.00","3,711,666,667.00","3,100,000,000.00",
RSCH.JK,Charlie Hospital Semarang PT,Indonesia,,,,,,"48,501,710,336.00","42,159,933,831.00","33,033,155,217.00","35,557,975,168.00","13,264,143,607.00"
BABY.JK,Multitrend Indo Tbk PT,Indonesia,,,,,,"1,044,032,751,553.00","1,005,682,962,532.00","905,421,045,512.00","722,462,045,853.00","644,571,786,564.00"
AEGS.JK,Anugerah Spareparts Sejahtera PT Tbk,Indonesia,,,,,,"28,718,255,655.00","30,252,091,493.00","27,618,753,957.00","17,216,925,470.00",
KOCI.JK,Kokoh Exa Nusantara Tbk PT,Indonesia,,,,,,"72,585,145,269.00","77,049,926,598.00","66,832,077,419.00","33,408,852,011.00","8,263,503,182.00"
IOTF.JK,Sumber Sinergi Makmur PT Tbk,Indonesia,,,,,,"62,955,259,038.00","70,532,772,272.00","51,013,102,540.00","31,530,352,780.00","17,173,727,817.00"
STRK.JK,Lovina Beach Brewery Tbk PT,Indonesia,,,,,,"18,901,871,943.00","39,284,095,739.00","30,937,826,688.00","10,125,568,270.00","6,089,056,685.00"
BREN.JK,Barito Renewables Energy PT Tbk,Indonesia,,,,,,"9,602,882,070,000.00","9,159,055,115,000.00","8,868,625,700,000.00","7,657,408,500,000.00","7,309,827,720,000.00"
PTPS.JK,Pulau Subur Tbk PT,Indonesia,,,,,,"63,579,851,245.00","61,656,997,875.00","64,298,584,335.00","50,285,780,655.00","27,062,481,920.00"
LOPI.JK,Logisticsplus International Tbk PT,Indonesia,,,,,,"86,386,331,661.00","82,557,863,238.00","71,431,135,616.00","46,791,237,029.00",
KOKA.JK,Koka Indonesia Tbk PT,Indonesia,,,,,,"66,734,442,107.00","197,192,105,891.00","182,911,818,930.00","139,762,881,364.00","13,654,437,626.00"
UDNG.JK,Agro Bahari Nusantara PT Tbk,Indonesia,,,,,,"3,132,558,298.00","8,348,193,858.00","3,989,577,000.00","5,952,012,053.00",
MSTI.JK,PT Mastersystem Infotama Tbk,Indonesia,,,,,,"5,361,539,704,335.00","4,200,927,016,758.00","3,510,262,247,585.00","3,114,124,365,614.00","2,897,470,576,811.00"
IKPM.JK,Ikapharmindo Putramas Tbk PT,Indonesia,,,,,,"412,069,281,686.00","441,136,955,186.00","398,734,563,525.00","380,917,396,523.00","715,801,139,611.00"
RGAS.JK,Kian Santang Muliatama PT Tbk,Indonesia,,,,,,"72,525,962,894.00","64,391,660,574.00","42,618,874,550.00","41,244,048,389.00","37,435,375,532.00"
AYAM.JK,JANU PUTRA SEJAHTERA Tbk PT,Indonesia,,,,,,"361,344,059,586.00","352,261,975,649.00","395,627,919,197.00","428,547,098,628.00","478,274,933,849.00"
SURI.JK,Maja Agung Latexindo PT Tbk,Indonesia,,,,,,"116,670,413,489.00","81,718,159,248.00","93,326,935,271.00","338,126,621,753.00","313,373,089,475.00"
ASLI.JK,Asri Karya Lestari PT Tbk,Indonesia,,,,,,"303,181,460,020.00","173,207,625,939.00","169,312,279,435.00","111,669,960,710.00","128,993,488,498.00"
SMLE.JK,Sinergi Multi Lestarindo PT Tbk,Indonesia,,,,,,"224,841,464,958.00","185,478,063,383.00","144,221,393,248.00","126,554,142,107.00","92,652,309,017.00"
MSJA.JK,Multi Spunindo Jaya Tbk PT,Indonesia,,,,,,"1,102,360,429,140.00","1,082,096,276,135.00","1,229,404,295,570.00","1,110,048,438,000.00","1,029,989,085,840.00"
CGAS.JK,Citra Nusantara Gemilang Tbk PT,Indonesia,,,,,,"508,498,255,069.00","377,588,881,905.00","423,553,944,251.00","387,699,802,006.00","377,429,122,430.00"
MANG.JK,Manggung Polahraya PT Tbk,Indonesia,,,,,,"72,159,996,781.00","59,597,519,053.00","13,985,007,501.00","32,725,356,532.00",
NICE.JK,Adhi Kartiko Pratama Tbk PT,Indonesia,,,,,,"616,007,380,096.00","927,941,933,209.00","867,842,629,537.00","259,089,343,256.00","103,542,570,027.00"
ACRO.JK,Samcro Hyosung Adilestari PT Tbk,Indonesia,,,,,,"43,724,769,550.00","38,699,524,704.00","51,505,696,772.00","41,762,660,313.00","29,591,947,216.00"
GRPH.JK,Griptha Putra Persada Tbk PT,Indonesia,,,,,,"29,069,027,670.00","26,212,236,062.00","22,610,835,661.00","14,665,244,751.00","10,453,717,523.00"
SMGA.JK,Sumber Mineral Global Abadi Tbk PT,Indonesia,,,,,,"1,061,194,664,942.00","173,220,464,961.00","162,045,413,845.00","8,289,288,000.00",0.00
UNTD.JK,Terang Dunia Internusa Tbk PT,Indonesia,,,,,,"573,313,340,870.00","684,623,623,630.00","419,174,026,364.00","502,015,349,141.00","646,816,784,125.00"
MEJA.JK,Pt Harta Djaya Karya Tbk,Indonesia,,,,,,"47,153,308,372.00","45,539,143,133.00","42,755,448,261.00","9,626,404,475.00",
MPIX.JK,Mitra Pedagang Indonesia PT Tbk,Indonesia,,,,,,"1,494,736,188,279.00","819,947,029,143.00","603,669,485,754.00","168,882,736,728.00","57,087,836,583.00"
TOSK.JK,Pt Topindo Solusi Komunika,Indonesia,,,,,,"2,277,037,813,184.00","2,353,067,522,613.00","2,388,987,285,409.00","2,520,729,697,641.00","1,437,857,450,131.00"
MKAP.JK,Multikarya Asia Pasifik Raya Tbk PT,Indonesia,,,,,,"356,262,936,436.00","232,154,374,128.00","195,008,507,024.00","111,964,057,107.00","154,137,626,042.00"
LIVE.JK,Homeco Victoria Makmur PT Tbk,Indonesia,,,,,,"261,847,241,142.00","269,070,671,933.00","302,520,408,105.00","162,182,303,811.00","148,939,290,627.00"
BAIK.JK,Pt Bersama Mencapai Puncak Tbk,Indonesia,,,,,,"202,124,174,291.00","178,349,818,564.00","151,865,251,597.00","130,463,613,780.00","99,607,686,248.00"
HYGN.JK,Ecocare Indo Pasifik PT Tbk,Indonesia,,,,,,"309,339,761,435.00","235,644,447,704.00","186,462,196,867.00","156,028,953,164.00","144,167,768,885.00"
VISI.JK,Satu Visi Putra PT Tbk,Indonesia,,,,,,"449,827,790,397.00","456,791,047,874.00","322,067,750,949.00","215,688,385,268.00","150,244,951,958.00"
AREA.JK,Dunia Virtual Online Tbk PT,Indonesia,,,,,,"56,338,316,353.00","43,090,157,244.00","28,175,508,767.00","29,455,598,626.00","28,436,341,540.00"
ATLA.JK,Atlantis Subsea Indonesia Tbk PT,Indonesia,,,,,,"84,913,637,786.00","42,877,712,935.00","64,883,327,124.00","128,448,601,376.00","141,844,354,783.00"
MHKI.JK,Multi Hanna Kreasindo Tbk PT,Indonesia,,,,,,"172,303,629,148.00","148,335,976,483.00","132,190,901,533.00","97,041,557,772.00","61,310,904,059.00"
DATA.JK,Remala Abadi Tbk PT,Indonesia,,,,,,"348,191,610,324.00","289,580,376,362.00","209,708,540,972.00","155,261,173,916.00","115,867,433,651.00"
SOLA.JK,Xolare RCR Energy PT Tbk,Indonesia,,,,,,"119,079,832,588.00","83,238,099,868.00","90,809,217,403.00","94,589,171,940.00","67,089,921,938.00"
BATR.JK,Benteng Api Technic PT Tbk,Indonesia,,,,,,"107,361,316,760.00","138,149,489,212.00","131,344,565,847.00","81,378,093,670.00","77,249,868,978.00"
SPRE.JK,Soraya Berjaya Indonesia Tbk PT,Indonesia,,,,,,"44,632,383,660.00","49,130,209,616.00","8,964,855,280.00",,
PART.JK,Pt Cipta Perdana Lancar Tbk,Indonesia,,,,,,"267,376,847,096.00","238,107,032,605.00","190,546,066,092.00","129,361,182,080.00",
BLES.JK,Superior Prima Sukses PT Tbk,Indonesia,,,,,,"1,462,916,419,126.00","1,363,133,590,935.00","1,115,459,007,191.00","719,690,449,977.00",
GUNA.JK,Gunanusa Eramandiri Tbk PT,Indonesia,,,,,,"1,444,399,628,626.00","1,400,953,229,981.00","1,411,869,901,398.00","1,305,756,863,951.00",
ISEA.JK,PT Indo American Seafoods Tbk,Indonesia,,,,,,"322,560,213,288.00","199,222,794,205.00","382,316,276,945.00","303,872,116,071.00",
GOLF.JK,Pt Intra Golflink Resorts Tbk,Indonesia,,,,,,"197,993,814,652.00","177,582,018,034.00","111,630,826,260.00","72,658,242,193.00",
LABS.JK,PT UBC Medical Indonesia Tbk,Indonesia,,,,,,"147,637,344,655.00","136,699,123,757.00","93,291,941,130.00","129,960,253,456.00",
DOSS.JK,Global Sukses Digital Tbk PT,Indonesia,,,,,,"630,557,768,732.00","609,569,861,985.00","430,648,725,778.00","373,487,766,167.00",
NEST.JK,Pt Esta Indonesia Tbk,Indonesia,,,,,,"541,183,464,172.00","600,000,900,101.00","440,044,949,150.00","453,377,915,036.00",
VERN.JK,Verona Indah Pictures Pt Tbk,Indonesia,,,,,,"140,695,003,286.00","247,549,993,320.00","116,750,000,000.00","216,453,230,000.00",
PTMR.JK,PT Master Print Tbk,Indonesia,,,,,,"128,819,630,162.00","98,387,633,714.00","84,290,000,877.00","58,910,799,784.00",
DAAZ.JK,Daaz Bara Lestari Tbk PT,Indonesia,,,,,,"10,134,583,276,734.00","7,662,044,334,841.00","6,485,090,003,427.00","2,989,591,385,215.00",
BOAT.JK,Newport Marine Services PT Tbk,Indonesia,,,,,,"184,348,053,540.00","146,904,139,560.00","212,203,513,005.00","122,992,662,000.00",
NAIK.JK,Adiwarna Anugerah Abadi PT Tbk,Indonesia,,,,,,"207,168,060,758.00","124,461,090,431.00","105,168,727,481.00","77,666,833,421.00",
AADI.JK,PT Adaro Andalan Indonesia Tbk,Indonesia,,,,,,"85,592,074,380,000.00","91,067,706,160,000.00","120,254,147,145,000.00","55,035,480,750,000.00",
MDIY.JK,Daya Intiguna Yasa Tbk PT,Indonesia,,,,,,"6,789,565,000,000.00","3,904,609,000,000.00","2,215,593,000,000.00","894,119,000,000.00",
RATU.JK,Raharja Energi Cepu Tbk PT,Indonesia,,,,,,"929,092,062,230.00","724,210,389,190.00",0.00,0.00,
HGII.JK,Hero Global Investment Tbk PT,Indonesia,,,,,,"95,292,954,000.00","103,183,328,000.00","91,749,269,000.00","239,981,477,000.00",
YOII.JK,Asuransi Digital Bersama Tbk PT,Indonesia,,,,,,"323,380,450,000.00","107,643,488,000.00","26,493,092,000.00","50,139,192,000.00",
DGWG.JK,Delta Giri Wacana Tbk PT,Indonesia,,,,,,"3,373,117,000,000.00","3,039,796,000,000.00","1,687,154,000,000.00","1,383,279,000,000.00",
KSIX.JK,Kentanix Supra International Tbk PT,Indonesia,,,,,,"227,087,763,000.00","309,218,277,000.00","331,819,816,750.00","299,625,392,700.00",
CBDK.JK,Bangun Kosambi Sukses Pt Tbk,Indonesia,,,,,,"2,248,978,321,000.00","1,953,493,186,000.00","574,087,977,000.00","125,150,167,000.00",
OBAT.JK,Brigit Biofarmaka Teknologi Tbk PT,Indonesia,,,,,,"120,626,811,471.00","56,930,100,939.00","38,495,534,971.00","37,853,059,931.00",
BRRC.JK,Raja Roti Cemerlang Tbk PT,Indonesia,,,,,,"96,027,401,512.00","100,091,423,271.00","42,627,459,448.00","36,919,958,216.00",
KAQI.JK,Jantra Grupo Indonesia PT Tbk,Indonesia,,,,,,"57,507,282,241.00","50,011,558,103.00","6,619,094,117.00","4,394,293,000.00",
MINE.JK,Sinar Terang Mandiri PT Tbk,Indonesia,,,,,,"2,118,702,000,000.00","1,759,355,000,000.00","1,433,458,000,000.00","917,990,000,000.00",
YUPI.JK,Yupi Indo Jelly Gum Tbk PT,Indonesia,,,,,,,,,,
MDLA.JK,Medela Potentia Tbk PT,Indonesia,,,,,,"13,092,029,000,000.00","11,693,833,000,000.00","11,602,268,000,000.00",,
FORE.JK,Fore Kopi Indonesia PT Tbk,Indonesia,,,,,,"1,038,659,233,501.00","482,071,231,185.00","286,714,530,466.00","107,367,004,588.00",
DKHH.JK,Cipta Sarana Medika Tbk PT,Indonesia,,,,,,"134,187,678,929.00","99,578,144,421.00",,,
ASPR.JK,Asia Pramulia Tbk PT,Indonesia,,,,,,"209,116,848,361.00","231,894,497,164.00","213,320,330,869.00",,
BLOG.JK,Trimitra Trans Persada Tbk PT,Indonesia,,,,,,"1,079,431,965,362.00","966,711,004,914.00","800,304,237,569.00",,
COIN.JK,Indokripto Koin Semesta Tbk PT,Indonesia,,,,,,"101,288,618,787.00","36,000,000.00",0.00,,
PSAT.JK,Pancaran Samudera Transport Tbk PT,Indonesia,,,,,,"980,163,971,664.00","1,024,275,054,219.00","811,426,636,297.00",,
CDIA.JK,Chandra Daya Investasi Tbk PT,Indonesia,,,,,,"1,645,279,168,850.00","1,166,414,352,445.00",,,
CHEK.JK,Diastika Biotekindo Tbk PT,Indonesia,,,,,,"154,791,849,692.00","129,097,723,199.00","117,468,021,671.00",,
MERI.JK,Merry Riana Edukasi Tbk PT,Indonesia,,,,,,"35,816,859,123.00","27,503,542,684.00","17,506,781,868.00",,
PMUI.JK,Prima Multi Usaha Indonesia Tbk PT,Indonesia,,,,,,"3,223,426,266,119.00","3,488,503,107,218.00","3,098,027,827,431.00",,
